eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-72749108487,60005244,Southeast University,China
2-s2.0-72749103722,60025761,Huazhong University of Science and Technology,China
2-s2.0-72749124741,60102070,Shanghai Ocean University,China
2-s2.0-72749124741,60073652,Tongji University,China
2-s2.0-72749118854,60005465,University of Electronic Science and Technology of China,China
2-s2.0-72749119328,NaN,NaN,NaN
2-s2.0-72749103925,108125895,Shengli Engineering and Consulting Company Limited,China
2-s2.0-72749103925,60012223,Qingdao TechNological University,China
2-s2.0-72749114550,104870845,Oxford BioHorizons Ltd.,United Kingdom
2-s2.0-72749114550,60019616,Harbin Institute of Technology,China
2-s2.0-72749114550,60025153,Universita degli Studi di Genova,Italy
2-s2.0-72749099561,60005244,Southeast University,China
2-s2.0-72749099561,60018310,Nanjing Medical University,China
2-s2.0-72749090655,60073460,China University of Mining Technology,China
2-s2.0-72749090655,60020675,Kunming University of Science and Technology,China
2-s2.0-72749090655,60013268,Taiyuan Li Gong Daxue,China
2-s2.0-72749090655,60103975,Taiyuan University of Science and Technology,China
2-s2.0-72749104389,60026553,University of Melbourne,Australia
2-s2.0-72749104389,60011362,Royal Melbourne Institute of Technology University,Australia
2-s2.0-72749109828,60019616,Harbin Institute of Technology,China
2-s2.0-72749123225,60007903,Hebrew University of Jerusalem,Israel
2-s2.0-72749123225,60022422,Ocean University of China,China
2-s2.0-72749088014,60022414,Wuhan University of Technology,China
2-s2.0-72749088014,60073652,Tongji University,China
2-s2.0-72749106107,100676617,Hangzhou Vocational and Technical College,China
2-s2.0-72749106107,60026282,Zhejiang University of Technology,China
2-s2.0-72749094494,60022281,Beijing University of Technology,China
2-s2.0-72749094737,60057894,Chinese Academy of Medical Sciences,China
2-s2.0-72749122705,60014652,Hokkaido University,Japan
2-s2.0-72749112065,60022281,Beijing University of Technology,China
2-s2.0-72749093365,108140482,Guangzhou Huali Science and Technology Vocational College,China
2-s2.0-72749093365,60017456,Jinan University,China
2-s2.0-72749127868,60073652,Tongji University,China
2-s2.0-72749084822,60023237,Beijing Normal University,China
2-s2.0-72749117669,60019836,Yangtze University,China
2-s2.0-72749117669,60025761,Huazhong University of Science and Technology,China
2-s2.0-72749117669,60025084,Shanghai Jiaotong University,China
2-s2.0-72749101794,60006356,Guilin University of Technology,China
2-s2.0-72749125648,60073613,Chinese Academy of Fishery Sciences,China
2-s2.0-72749125648,60025234,Second Military Medical University,China
2-s2.0-72749125648,60003970,Zhejiang University,China
2-s2.0-72749125489,60073652,Tongji University,China
2-s2.0-72749119306,60087536,Renji Hospital,China
2-s2.0-72749119306,60018554,Zhengzhou University,China
2-s2.0-72749119306,60025084,Shanghai Jiaotong University,China
2-s2.0-72749114372,60001429,Shandong University of Science and Technology,China
2-s2.0-72749114372,60001305,North University of China,China
2-s2.0-72749113576,60023020,Universitat Autònoma de Barcelona,Spain
2-s2.0-72749113576,60000762,Humboldt-Universitat zu Berlin,Germany
2-s2.0-72749086630,108140693,AV. Universidad S/N,Mexico
2-s2.0-72749086630,60032442,Universidad Nacional Autonoma de Mexico,Mexico
2-s2.0-72749125665,60021843,Beijing University of Chemical Technology,China
2-s2.0-72749125665,60073720,Henan Institute of Science and Technology,China
2-s2.0-72749083891,107125626,Liaoning Academy of Environmental Sciences,China
2-s2.0-72749083891,60022527,Northeast University at Qinhuangdao Campus,China
2-s2.0-72749114610,108139969,College of Egnineering,India
2-s2.0-72749094298,60012293,Hebei University,China
2-s2.0-72749095208,60007711,Jilin University,China
2-s2.0-72749111896,60083500,Shanxi Academy of Agricultural Sciences,China
2-s2.0-72749111896,60013551,China Agricultural University,China
2-s2.0-72749085104,107864965,Shaanxi University of Chinese Medicine,China
2-s2.0-72749107935,60016972,Shahed University,Iran
2-s2.0-72749119888,60021439,United States Environmental Protection Agency,United States
2-s2.0-72749119888,60073652,Tongji University,China
2-s2.0-72749126347,60003269,Princeton University,United States
2-s2.0-72749085126,60027257,Shenyang Institute of Applied Ecology Chinese Academy of Sciences,China
2-s2.0-72749102720,60019533,Tianjin University,China
2-s2.0-72749083680,60010851,Hohai University,China
2-s2.0-72749119085,60010851,Hohai University,China
2-s2.0-72749104480,60025761,Huazhong University of Science and Technology,China
2-s2.0-72749094754,60002826,London Metropolitan University,United Kingdom
2-s2.0-72749094754,60010953,Donghua University,China
2-s2.0-72749119053,60010432,Soochow University,China
2-s2.0-72749119053,60013983,City University of Hong Kong,China
2-s2.0-72749108229,60021227,North China Electric Power University,China
2-s2.0-72749105168,60002593,Southern Medical University,China
2-s2.0-72749083698,101534572,Shandong Corps Hospital,China
2-s2.0-72749083698,100775753,Rizhao People's Hospital,China
2-s2.0-72749083698,60031031,Shandong University,China
2-s2.0-72749085324,100367963,Hebei Institute of Science and Technology,China
2-s2.0-72749085324,60088081,Hebei University of Engineering,China
2-s2.0-72649107573,60001298,Northwest University China,China
2-s2.0-72749104465,106942398,Beijing Vocational College of Electronic Science,China
2-s2.0-72749104465,60073578,Chinese People's Armed Police Force Academy,China
2-s2.0-72749104465,60016835,Beijing Institute of Technology,China
2-s2.0-72749107970,60003977,Northwestern Polytechnical University,China
2-s2.0-72749085800,60073480,National Research Center of Geoanalysis Beijing,China
2-s2.0-72749085800,60021843,Beijing University of Chemical Technology,China
2-s2.0-72749109161,60103801,University of Jinan,China
2-s2.0-72749105913,60069734,Logistical Engineering University China,China
2-s2.0-72749105913,60008928,Hong Kong Polytechnic University,China
2-s2.0-72749117466,60018308,Xi'an Jiaotong University,China
2-s2.0-72749117466,60026981,Xi'an University of Technology,China
2-s2.0-72749116667,60073652,Tongji University,China
2-s2.0-72749111474,60023813,Shanghai University,China
2-s2.0-72749092704,60005949,Central South University of Forestry &amp; Technology,China
2-s2.0-72749106364,60017060,Central South University China,China
2-s2.0-72749103471,105557667,Zhejiang Mariculture Research Institute,China
2-s2.0-72749103471,60014966,Peking University,China
2-s2.0-72749090668,60104684,China Academy of Building Research,China
2-s2.0-72749096323,60019616,Harbin Institute of Technology,China
2-s2.0-72749096323,60018844,Fujian Normal University,China
2-s2.0-72749124965,60007711,Jilin University,China
2-s2.0-72749105667,60009509,Northeast Normal University,China
2-s2.0-72749105667,60007711,Jilin University,China
2-s2.0-72749093810,60016930,Beijing University of Posts and Telecommunications,China
2-s2.0-72749095795,100315883,National Institute for Viral Disease Control and Prevention,China
2-s2.0-72749095795,60022281,Beijing University of Technology,China
2-s2.0-72749111684,107463446,Tianjin Science and Technology University,China
2-s2.0-72749111684,60001255,Changchun Institute of Applied Chemistry Chinese Academy of Sciences,China
2-s2.0-72749111684,60007711,Jilin University,China
2-s2.0-72749111684,60001604,Ministry of Education China,China
2-s2.0-72749119748,60005488,China Institute of Water Resources and Hydropower Research,China
2-s2.0-72749119748,60103148,North China University of Water Conservancy and Electric Power,China
2-s2.0-72749119748,60013551,China Agricultural University,China
2-s2.0-72749114572,60073720,Henan Institute of Science and Technology,China
2-s2.0-72749114572,60018554,Zhengzhou University,China
2-s2.0-72749095353,60022281,Beijing University of Technology,China
2-s2.0-72749112357,60024542,South China University of Technology,China
2-s2.0-72749100686,60031707,Michigan State University,United States
2-s2.0-72749092481,60028567,Shandong University of Technology,China
2-s2.0-72749120319,60011549,Lanzhou Institute of Chemical Physics Chinese Academy of Sciences,China
2-s2.0-72749120319,60002826,London Metropolitan University,United Kingdom
2-s2.0-72749120319,60010953,Donghua University,China
2-s2.0-72749086165,60013268,Taiyuan Li Gong Daxue,China
2-s2.0-72749113752,60019616,Harbin Institute of Technology,China
2-s2.0-72749113945,NaN,NaN,NaN
2-s2.0-72749103641,60018308,Xi'an Jiaotong University,China
2-s2.0-72749103641,60000937,Shenzhen University,China
2-s2.0-72749084459,108140135,TRIWTE,China
2-s2.0-72749084459,60011069,East China University of Science and Technology,China
2-s2.0-72749115223,60005949,Central South University of Forestry &amp; Technology,China
2-s2.0-72749086142,60010591,Huazhong Normal University,China
2-s2.0-72749119523,60002826,London Metropolitan University,United Kingdom
2-s2.0-72749119523,60010953,Donghua University,China
2-s2.0-72749084167,60001305,North University of China,China
2-s2.0-72749124232,60022281,Beijing University of Technology,China
2-s2.0-72749101201,101792873,Yibin Environmental Monitoring Station,China
2-s2.0-72749101201,60010421,Southwest Jiaotong University,China
2-s2.0-72749127096,60010591,Huazhong Normal University,China
2-s2.0-72749089189,60017456,Jinan University,China
2-s2.0-72749110797,60088462,Ministry of Environmental Protection of People's Republic of China,China
2-s2.0-72749110797,60023237,Beijing Normal University,China
2-s2.0-72749110244,60073652,Tongji University,China
2-s2.0-72749090674,60032203,South China Agricultural University,China
2-s2.0-72749097240,60030434,Qingdao University,China
2-s2.0-72749125470,60002593,Southern Medical University,China
2-s2.0-72749083708,60013268,Taiyuan Li Gong Daxue,China
2-s2.0-72749121499,60073596,Jiangxi University of Traditional Chinese Medicine,China
2-s2.0-72749095823,60032758,Liaoning Technical University,China
2-s2.0-72749111163,60026852,Shandong Agricultural University,China
2-s2.0-72749104188,60019499,Chinese Academy of Sciences,China
2-s2.0-72749107515,60019616,Harbin Institute of Technology,China
2-s2.0-72749115492,60023237,Beijing Normal University,China
2-s2.0-72749115492,60030101,University of Regina,Canada
2-s2.0-72749125445,60018308,Xi'an Jiaotong University,China
2-s2.0-72749123229,60103519,"Institute of Electrical Engineering, Chinese Academy of Sciences",China
2-s2.0-72749123229,60016835,Beijing Institute of Technology,China
2-s2.0-72749093573,60092437,Tianjin University of Science &amp; Technology,China
2-s2.0-72749126620,60013789,Beihang University,China
2-s2.0-72749103700,60003144,Dalian Jiaotong University,China
2-s2.0-72749103700,60027257,Shenyang Institute of Applied Ecology Chinese Academy of Sciences,China
2-s2.0-72749103700,60019499,Chinese Academy of Sciences,China
2-s2.0-72749104478,102059100,Changsha Environment Protection College,China
2-s2.0-72749104478,60021227,North China Electric Power University,China
2-s2.0-72749107303,60057894,Chinese Academy of Medical Sciences,China
2-s2.0-72749094017,60006356,Guilin University of Technology,China
2-s2.0-72749095618,60003144,Dalian Jiaotong University,China
2-s2.0-72749108259,100835600,"Design and Research Co., Ltd.",China
2-s2.0-72749108259,60010851,Hohai University,China
2-s2.0-72749106112,60025278,Tsinghua University,China
2-s2.0-72749105665,60001455,Anhui University,China
2-s2.0-72749105665,60033100,Nanjing University,China
2-s2.0-72749110787,60021843,Beijing University of Chemical Technology,China
2-s2.0-72749110787,60104659,Chinese Research Academy of Environmental Sciences,China
2-s2.0-72749091736,60005949,Central South University of Forestry &amp; Technology,China
2-s2.0-72749103988,60028567,Shandong University of Technology,China
2-s2.0-72749122098,60006925,La Trobe University,Australia
2-s2.0-72749112360,60019533,Tianjin University,China
2-s2.0-72749111675,60089798,Luoyang Institute of Science and Technology,China
2-s2.0-72749111675,60009409,"China University of Geosciences, Beijing",China
2-s2.0-72749127371,101987883,Inner Mongolia Environment Protection Bureau,China
2-s2.0-72749127371,60026990,Tianjin University of Technology,China
2-s2.0-72749127371,60018038,Nankai University,China
2-s2.0-72749093616,107762763,National Plateau Wetland Research Center,China
2-s2.0-72749093616,108094558,Environmental Science and Engineering Department,China
2-s2.0-72749093616,101546458,Phoslock Water Solutions Ltd.,Australia
2-s2.0-72749127655,60023380,Chongqing University,China
2-s2.0-72749127655,60030612,"University of California, San Diego",United States
2-s2.0-72749098193,60073613,Chinese Academy of Fishery Sciences,China
2-s2.0-72749098193,60025234,Second Military Medical University,China
2-s2.0-72749098193,60102070,Shanghai Ocean University,China
2-s2.0-72749098193,60029306,Wuhan University,China
2-s2.0-72749091499,60019533,Tianjin University,China
2-s2.0-72749118492,101207238,North China Electronic Power University,China
2-s2.0-72749087348,60073652,Tongji University,China
2-s2.0-72749087348,60027424,Fraunhofer-Institut fur Graphische Datenverarbeitung Darmstadt,Germany
2-s2.0-72749109635,60069744,General Hospital of People's Liberation Army,China
2-s2.0-72749086636,60073637,Shanghai Academy of Agricultural Sciences,China
2-s2.0-72749086636,60022279,Shanghai Normal University,China
2-s2.0-72749123182,60013614,Hangzhou Dianzi University,China
2-s2.0-72749123182,60008691,University of Shanghai for Science and Technology,China
2-s2.0-72749113385,60027709,National Taiwan University of Science and Technology,Taiwan
2-s2.0-72749113385,60012392,National Taipei University of Technology,Taiwan
2-s2.0-72749122730,60015186,University of Saskatchewan,Canada
2-s2.0-72749102775,60019533,Tianjin University,China
2-s2.0-72749123540,60014966,Peking University,China
2-s2.0-72749090620,60001429,Shandong University of Science and Technology,China
2-s2.0-72749100398,60019616,Harbin Institute of Technology,China
2-s2.0-72749101386,60023813,Shanghai University,China
2-s2.0-72749084196,60073626,Fudan University School of Life Sciences,China
2-s2.0-72749113334,60073652,Tongji University,China
2-s2.0-72749085139,100320339,International Peace Maternity and Child Health Hospital,China
2-s2.0-72749085139,60025084,Shanghai Jiaotong University,China
2-s2.0-72749097001,60005229,Dalian Medical University,China
2-s2.0-72749097001,60031863,Northeastern University China,China
2-s2.0-72749097001,60004538,Dalian University of Technology,China
2-s2.0-72749101815,60028567,Shandong University of Technology,China
2-s2.0-72749124986,108140691,Branch Company of Huabei Petroleum,China
2-s2.0-72749124986,108140311,Exploration Drilling Company of the Bohai Sea,
2-s2.0-72749124986,60016087,China University of Petroleum - Beijing,China
2-s2.0-72749103260,101385808,Shenzhen Water Supply (Group) Company,China
2-s2.0-72749103260,60019616,Harbin Institute of Technology,China
2-s2.0-72749086561,60032203,South China Agricultural University,China
2-s2.0-72749095019,60028205,Neimenggu Agricultural University,China
2-s2.0-72749095019,100329946,Inner Mongolia Forestry College,China
2-s2.0-72749095226,60069726,Shaanxi University of Science and Technology,China
2-s2.0-72749084620,60032955,Huazhong Agricultural University,China
2-s2.0-72749090420,60082199,Shanghai University of Electric Power,China
2-s2.0-72749085069,60010591,Huazhong Normal University,China
2-s2.0-72749094061,60005500,China Pharmaceutical University,China
2-s2.0-72749094061,60069726,Shaanxi University of Science and Technology,China
2-s2.0-72749089695,60029885,Sichuan Agricultural University,China
2-s2.0-72749089695,60016521,Sichuan University,China
2-s2.0-72749095811,60028567,Shandong University of Technology,China
2-s2.0-72749115766,60010606,East China Jiaotong University,China
2-s2.0-72749090362,60026852,Shandong Agricultural University,China
2-s2.0-72749090362,60010851,Hohai University,China
2-s2.0-72749083947,60019616,Harbin Institute of Technology,China
2-s2.0-72749125565,60002593,Southern Medical University,China
2-s2.0-72749098392,60104797,National Marine Environmental Monitoring Center,China
2-s2.0-72749098392,60092443,DaLian Fisheries University,China
2-s2.0-72749098392,60029322,Dalian Maritime University,China
2-s2.0-72749114362,60064143,Nanjing University of Information Science and Technology,China
2-s2.0-72749114362,60033100,Nanjing University,China
2-s2.0-72749100513,60023237,Beijing Normal University,China
2-s2.0-72749100696,60018308,Xi'an Jiaotong University,China
2-s2.0-72749112114,100792539,Central Southern Electric Power Design Institute,China
2-s2.0-72749112114,60029306,Wuhan University,China
2-s2.0-72749107329,60025084,Shanghai Jiaotong University,China
2-s2.0-72749107329,60009860,Fudan University,China
2-s2.0-72749097958,60028275,Jiangxi University of Finance and EcoNomics,China
2-s2.0-72749088713,100385569,Changzhi University,China
2-s2.0-72749088713,60023237,Beijing Normal University,China
2-s2.0-72749110125,60028567,Shandong University of Technology,China
2-s2.0-72749091563,105227627,Ministry of Health for Hormone and Development,China
2-s2.0-72749091563,60011715,Tianjin Medical University,China
2-s2.0-72749101451,60018308,Xi'an Jiaotong University,China
2-s2.0-72749102285,60092437,Tianjin University of Science &amp; Technology,China
2-s2.0-72749088976,60013614,Hangzhou Dianzi University,China
2-s2.0-72749099494,60064143,Nanjing University of Information Science and Technology,China
2-s2.0-72749102058,60073663,Shenyang Ligong University,China
2-s2.0-72749102058,60031863,Northeastern University China,China
2-s2.0-72749105362,60016424,Beijing University of Chinese Medicine,China
2-s2.0-72749105362,60018273,University of Science and Technology Beijing,China
2-s2.0-72749088251,60023237,Beijing Normal University,China
2-s2.0-72749088251,60025278,Tsinghua University,China
2-s2.0-72749086834,60001429,Shandong University of Science and Technology,China
2-s2.0-72749119516,60092862,Qilu Hospital of Shandong University,China
2-s2.0-72749119516,60031031,Shandong University,China
2-s2.0-72749119516,60030319,Hospital for Sick Children University of Toronto,Canada
2-s2.0-72749126853,100824787,Tianjin Institute of Medical Equipment,China
2-s2.0-72749126853,60010196,Dezhou University,China
2-s2.0-74749088624,60016782,Brigham and Women's Hospital,United States
2-s2.0-74749088624,60027090,Virginia Polytechnic Institute and State University,United States
2-s2.0-70350465185,60072332,Weierstrass Institute for Applied Analysis and Stochastics,Germany
2-s2.0-70350465185,60007493,Universitat Bonn,Germany
2-s2.0-77950494855,60011460,Brown University,United States
2-s2.0-77950494855,60031117,Boston College,United States
2-s2.0-75449083235,60024629,Max Delbruck Center for Molecular Medicine,Germany
2-s2.0-74849084036,60071191,Ethiopian Institute of Agricultural Research,Ethiopia
2-s2.0-72549099551,60019674,Boston University,United States
2-s2.0-77949494010,60006385,Boston University School of Medicine,United States
2-s2.0-77949494010,60022386,Framingham Heart Study,United States
2-s2.0-77949494010,60018701,Boston University School of Public Health,United States
2-s2.0-77949514786,60024895,Universitat fur Bodenkultur Wien,Austria
2-s2.0-77949514786,60000583,Wirtschaftsuniversitat Wien,Austria
2-s2.0-77949514786,60018163,Technische Universitat Wien,Austria
2-s2.0-77949514786,60028717,Ludwig-Maximilians-Universitat Munchen,Germany
2-s2.0-71949095393,60011032,University of Aberdeen School of Medicine,United Kingdom
2-s2.0-71949095393,60072296,German Institute of Human Nutrition,Germany
2-s2.0-71949095393,60019722,Technische Universitat Munchen,Germany
2-s2.0-71949095393,60015875,University of Aberdeen,United Kingdom
2-s2.0-72449167009,60101699,Mitsubishi Electric Corporation,Japan
2-s2.0-72449162025,60028928,Research Organization of Information and Systems National Institute of Informatics,Japan
2-s2.0-72449121788,60029622,Universitetet i Bergen,Norway
2-s2.0-72449123612,60025858,Eidgenossische Technische Hochschule Zurich,Switzerland
2-s2.0-72449123612,60025988,Universitat Wien,Austria
2-s2.0-72449176305,60007989,Utrecht University,Netherlands
2-s2.0-72449164887,60002636,Universidad Andres Bello,Chile
2-s2.0-72449143111,60001821,Universiti Kebangsaan Malaysia,Malaysia
2-s2.0-72449126142,60015150,Imperial College London,United Kingdom
2-s2.0-72449133417,60032111,Universita degli Studi di Urbino Carlo Bo,Italy
2-s2.0-72449194362,60031101,University of Cambridge,United Kingdom
2-s2.0-72449175314,60028218,Alma Mater Studiorum Universita di Bologna,Italy
2-s2.0-72449175314,60025965,Universita degli Studi di Udine,Italy
2-s2.0-72449169512,60012442,Fundacion Ciencia para la Vida,Chile
2-s2.0-72449169512,60002636,Universidad Andres Bello,Chile
2-s2.0-72449153412,60023143,Tufts University,United States
2-s2.0-72449152187,60046283,"Laboratorio Nacional de Computacao Cientifica, Petropolis",Brazil
2-s2.0-72449152187,60026004,Fundacao Oswaldo Cruz,Brazil
2-s2.0-72449152187,60024322,Osaka University,Japan
2-s2.0-72449152187,60011373,Danmarks Tekniske Universitet,Denmark
2-s2.0-72449152187,60000036,Universidade Federal do Rio de Janeiro,Brazil
2-s2.0-72449200719,60005247,David Geffen School of Medicine at UCLA,United States
2-s2.0-72449200719,60027550,"University of California, Los Angeles",United States
2-s2.0-72449200719,60030612,"University of California, San Diego",United States
2-s2.0-72449205445,60002946,Facultad de Medicina de la Universidad de Chile,Chile
2-s2.0-72449205445,60002636,Universidad Andres Bello,Chile
2-s2.0-72449188119,60012442,Fundacion Ciencia para la Vida,Chile
2-s2.0-72449188119,60016278,Universidad de Talca,Chile
2-s2.0-72449188119,60002636,Universidad Andres Bello,Chile
2-s2.0-72449188119,60029681,Pontificia Universidad Catolica de Chile,Chile
2-s2.0-72449156529,60002636,Universidad Andres Bello,Chile
2-s2.0-72449140008,60002946,Facultad de Medicina de la Universidad de Chile,Chile
2-s2.0-72449140008,60002636,Universidad Andres Bello,Chile
2-s2.0-72449140008,60031514,Universitat Gottingen,Germany
2-s2.0-72449158380,60002636,Universidad Andres Bello,Chile
2-s2.0-72449158380,60023383,Universidad de Santiago de Chile,Chile
2-s2.0-72449158380,60012464,Universidad de Chile,Chile
2-s2.0-75149144969,60017482,Jiangsu University,China
2-s2.0-72449141461,60012442,Fundacion Ciencia para la Vida,Chile
2-s2.0-72449141461,60002946,Facultad de Medicina de la Universidad de Chile,Chile
2-s2.0-72449141461,60002636,Universidad Andres Bello,Chile
2-s2.0-72449159183,60025111,The University of North Carolina at Chapel Hill,United States
2-s2.0-72449189101,107393012,Andres Bello National University,Chile
2-s2.0-75049083587,60032499,Harvard School of Public Health,United States
2-s2.0-75049083587,108212406,Nutrition Support Service,United States
2-s2.0-75049083587,60006385,Boston University School of Medicine,United States
2-s2.0-75049083587,60002746,Harvard Medical School,United States
2-s2.0-75049083587,60016782,Brigham and Women's Hospital,United States
2-s2.0-72349091537,60074721,Toyota Technological Institute at Chicago,United States
2-s2.0-72349091537,60007278,UC Irvine,United States
2-s2.0-72349091537,60014313,University of Massachusetts,United States
2-s2.0-72349091537,60029278,University of Chicago,United States
2-s2.0-71749097190,60003952,"Memorial University of Newfoundland, Faculty of Medicine",Canada
2-s2.0-71749097190,60079248,College of the North Atlantic,Canada
2-s2.0-71749097190,60010696,Manitoba Institute of Cell Biology,Canada
2-s2.0-71649105099,60014439,UC Davis,United States
2-s2.0-71749102419,60082787,"BioApplications Enterprises, Winnipeg",Canada
2-s2.0-71749102419,60017246,Universitat Tubingen,Germany
2-s2.0-84889345180,60026324,Edward Jenner Institute for Vaccine Research,United Kingdom
2-s2.0-75649113326,60028386,"International Centre for Genetic Engineering and Biotechnology, New Delhi",India
2-s2.0-72249116155,60005681,Tel Aviv University,Israel
2-s2.0-72249116155,60027485,Institute for Advanced Studies,United States
2-s2.0-72249087837,60021418,Universite Montpellier 2 Sciences et Techniques,France
2-s2.0-72249087837,108127961,Montpellier 3 University,France
2-s2.0-75649092939,60005681,Tel Aviv University,Israel
2-s2.0-72149111677,60000937,Shenzhen University,China
2-s2.0-72149111677,60003970,Zhejiang University,China
2-s2.0-77949520571,60029445,University of Minnesota Twin Cities,United States
2-s2.0-77949520571,60013223,University of Minnesota School of Public Health,United States
2-s2.0-77949497071,60003970,Zhejiang University,China
2-s2.0-77949511314,60030162,Columbia University in the City of New York,United States
2-s2.0-77949511314,60001001,Broad Institute,United States
2-s2.0-77949511314,60014334,Dana-Farber Cancer Institute,United States
2-s2.0-77949511314,60006404,CASE School of Medicine,United States
2-s2.0-77949501694,60022756,"Washington University in St. Louis, School of Medicine",United States
2-s2.0-75149147806,60009308,Klinikum und Fachbereich Medizin Johann Wolfgang Goethe-Universitat Frankfurt am Main,Germany
2-s2.0-75149147806,100817964,Mediterranean Institute for Life Sciences,Croatia
2-s2.0-75149147806,60000456,Max Planck Institute of Molecular Cell Biology and Genetics,Germany
2-s2.0-75149147806,60025858,Eidgenossische Technische Hochschule Zurich,Switzerland
2-s2.0-75149147806,60008768,Ontario Cancer Institute University of Toronto,Canada
2-s2.0-75149147806,60016849,University of Toronto,Canada
2-s2.0-75149147806,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-75149147806,60019160,Syddansk Universitet,Denmark
2-s2.0-75149147806,60006948,University of Split,Croatia
2-s2.0-72149102740,60016849,University of Toronto,Canada
2-s2.0-72149102740,60026851,University of Oxford,United Kingdom
2-s2.0-75149193517,60022988,Samuel Roberts Noble Foundation,United States
2-s2.0-72149115439,60024322,Osaka University,Japan
2-s2.0-72149115439,60023462,Waseda University,Japan
2-s2.0-72449130848,60032350,Universita degli Studi di Roma La Sapienza,Italy
2-s2.0-72449130848,60021199,Consiglio Nazionale delle Ricerche,Italy
2-s2.0-77949518999,100551503,"Human Metabolome Technologies, Inc.",Japan
2-s2.0-77949518999,60025997,Keio University,Japan
2-s2.0-77949518999,60015682,Japan Science and Technology Agency,Japan
2-s2.0-77949501173,60032838,Stanford University School of Medicine,United States
2-s2.0-77949501173,60012708,Stanford University,United States
2-s2.0-77949520304,60021182,Sun Yat-Sen University,China
2-s2.0-77949494011,60101854,Ontario Institute for Cancer Research,Canada
2-s2.0-77949494011,60010365,The University of British Columbia,Canada
2-s2.0-77949523520,60029241,"University of California, Santa Barbara",United States
2-s2.0-77949523520,60026851,University of Oxford,United Kingdom
2-s2.0-72149133974,108125343,Center for Neurogenomics and Cognitive Research,Netherlands
2-s2.0-72149133974,100445331,Centre de Recherche Public de la Santé,Luxembourg
2-s2.0-72149133974,60029622,Universitetet i Bergen,Norway
2-s2.0-72149133974,60008734,Vrije Universiteit Amsterdam,Netherlands
2-s2.0-72049090623,60043678,Center for Genetic Engineering and Biotechnology Havana,Cuba
2-s2.0-72049099336,60013750,Nile University,Egypt
2-s2.0-72049101204,60028609,Argonne National Laboratory,United States
2-s2.0-72049112617,104840140,National Telecommunications Agency,Brazil
2-s2.0-72049100938,60025709,The University of Sydney,Australia
2-s2.0-76049104791,60021121,Indiana University,United States
2-s2.0-76049104791,60027565,Columbia University Medical Center,United States
2-s2.0-76049096122,60023578,Universite Claude Bernard Lyon 1,France
2-s2.0-76049096122,60008134,CNRS Centre National de la Recherche Scientifique,France
2-s2.0-71949106981,60032563,Centro de Investigacion Cientifica y de Educacion Superior de Ensenada,Mexico
2-s2.0-71949128840,60013959,University of Florida,United States
2-s2.0-71949112234,60026548,Rhodes University,South Africa
2-s2.0-71949098180,60019578,Monash University,Australia
2-s2.0-71949128067,60024989,Universidade de Brasilia,Brazil
2-s2.0-71949122157,108119140,International Affairs,Brazil
2-s2.0-71949113215,60001558,Electronics and Telecommunications Research Institute,South Korea
2-s2.0-71949112757,108119045,Monash SA,South Africa
2-s2.0-71949118380,60015986,Universita degli Studi di Trento,Italy
2-s2.0-71949112484,109894686,CINTEL,
2-s2.0-71949112484,60005686,University of Auckland,New Zealand
2-s2.0-71949084254,60103673,Ita-Suomen yliopisto,Finland
2-s2.0-71949101475,60029570,Universidade Estadual de Campinas,Brazil
2-s2.0-71949112233,60032325,Japan National Institute of Information and Communications Technology,Japan
2-s2.0-71949124226,117637673,IBM Corporation,United States
2-s2.0-71949123468,NaN,NaN,NaN
2-s2.0-71949098181,60072186,Fraunhofer-Institut fur Offene Kommunikationssysteme FOKUS,Germany
2-s2.0-71949098181,60011604,Technische Universitat Berlin,Germany
2-s2.0-71949083007,60072186,Fraunhofer-Institut fur Offene Kommunikationssysteme FOKUS,Germany
2-s2.0-71949083007,60023916,Telecom Italia,Italy
2-s2.0-71949111979,60000356,University of Cape Town,South Africa
2-s2.0-71949111979,60002014,The Royal Institute of Technology (KTH),Sweden
2-s2.0-71949096626,112273981,Free Software Foundation,United States
2-s2.0-71949084999,60011157,Iwate Prefectural University,Japan
2-s2.0-71949111982,60014300,AT&amp;T Inc.,United States
2-s2.0-71949111982,60010023,Rijksuniversiteit Groningen,Netherlands
2-s2.0-71949103128,60023462,Waseda University,Japan
2-s2.0-71949103128,60024322,Osaka University,Japan
2-s2.0-71949097161,60019984,Netherlands Organisation for Applied Scientific Research - TNO,Netherlands
2-s2.0-71949097161,60020599,University of Twente,Netherlands
2-s2.0-71949104403,60032325,Japan National Institute of Information and Communications Technology,Japan
NaN,NaN,NaN,NaN
2-s2.0-71949100738,60012162,Politecnico di Torino,Italy
2-s2.0-71949122673,60005341,University of Fort Hare,South Africa
2-s2.0-71949122673,60026548,Rhodes University,South Africa
2-s2.0-71949117277,60016653,Rheinisch-Westfalische Technische Hochschule Aachen,Germany
2-s2.0-71949119683,60000463,David R. Cheriton School of Computer Science,Canada
2-s2.0-71949119683,60027856,Universidad del Pais Vasco,Spain
2-s2.0-71949089314,60005341,University of Fort Hare,South Africa
2-s2.0-71949089314,60026548,Rhodes University,South Africa
2-s2.0-71949083760,60025272,University of Tokyo,Japan
2-s2.0-71949115526,106685559,Piraeus General Hospital,Greece
