eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-84890923127,60069744,General Hospital of People's Liberation Army,China
2-s2.0-84890923127,60069719,Academy of Military Medical Science China,China
2-s2.0-84894379610,60010591,Huazhong Normal University,China
2-s2.0-84890487440,60025234,Second Military Medical University,China
2-s2.0-84891553924,60075096,Deutsches Forschungszentrum fur Kunstliche Intelligenz,Germany
2-s2.0-84891553924,60008293,University of Bremen,Germany
2-s2.0-84890494156,108286061,UMR 3145 SysDiag CNRS/Bio-Rad,France
2-s2.0-84890494156,60024836,University of Isfahan,Iran
2-s2.0-84890494156,60020609,Isfahan University of Medical Sciences,Iran
2-s2.0-84891808231,60007278,UC Irvine,United States
2-s2.0-84891138082,60005681,Tel Aviv University,Israel
2-s2.0-84897925794,60006726,Universidade Federal do Rio Grande do Sul,Brazil
2-s2.0-84891654662,60022793,University of Richmond,United States
2-s2.0-84890672680,60021182,Sun Yat-Sen University,China
2-s2.0-84890672680,60031363,Chinese Center for Disease Control and Prevention,China
2-s2.0-84897925976,60025099,Instituto de Investigacion Medica Mercedes y Martin Ferreyra,Argentina
2-s2.0-84897925976,60011410,Worcester Polytechnic Institute,United States
2-s2.0-84893466609,60004009,Institute of Genomics and Integrative Biology India,India
2-s2.0-84893466609,60018526,Panjab University,India
2-s2.0-84890507990,60092867,Korea Institute of Science and Technology Information,South Korea
2-s2.0-84890507990,60004739,Chungbuk National University,South Korea
2-s2.0-84893439350,60032373,The Doctorate-Granting Institution of the City University of New York,United States
2-s2.0-84893439350,60028458,City College of New York,United States
2-s2.0-84893439350,60024611,Lehman College,United States
2-s2.0-84890731962,60000635,USDA ARS Beltsville Agricultural Research Center,United States
2-s2.0-84890731962,60020304,University of Maryland,United States
2-s2.0-84890731962,60004092,Towson University,United States
2-s2.0-84890421523,60104520,K. S. R. College of Engineering,India
2-s2.0-84890421523,60010618,Vellore Institute of Technology,India
2-s2.0-84890421523,60021176,Anna University,India
2-s2.0-84891351756,106004279,Morgridge Institute for Research,United States
2-s2.0-84891351756,60029241,"University of California, Santa Barbara",United States
2-s2.0-84891351756,60032179,University of Wisconsin Madison,United States
2-s2.0-84891351756,60025553,University of Wisconsin School of Medicine and Public Health,United States
2-s2.0-84890542891,60018310,Nanjing Medical University,China
2-s2.0-84890542891,60011357,National Sun Yat-Sen University Taiwan,Taiwan
2-s2.0-84891129169,60019118,University of Science and Technology of China,China
2-s2.0-84891129169,60018704,Kunming Institute of Zoology Chinese Academy of Sciences,China
2-s2.0-84891129169,60019499,Chinese Academy of Sciences,China
2-s2.0-84891129169,60016849,University of Toronto,Canada
2-s2.0-84890455442,60009982,Harvard University,United States
2-s2.0-84890455442,60106978,China National Genebank,China
2-s2.0-84890455442,60018704,Kunming Institute of Zoology Chinese Academy of Sciences,China
2-s2.0-84890455442,60019647,Georgia Institute of Technology,United States
2-s2.0-84890455442,60000112,University of East Anglia,United Kingdom
2-s2.0-84890455442,60030840,Kobenhavns Universitet,Denmark
2-s2.0-84901380015,60017161,National University of Singapore,Singapore
2-s2.0-84901380015,60025710,"Agency for Science, Technology and Research, Singapore",Singapore
2-s2.0-84893420223,60104372,Linnaeus University,Sweden
2-s2.0-84890952588,110271867,Departments of Developmental and Cell Biology,United States
2-s2.0-84890952588,60007278,UC Irvine,United States
2-s2.0-84893364380,60007762,Johann Wolfgang Goethe Universitat Frankfurt am Main,Germany
2-s2.0-84891367431,60022974,Meharry Medical College,United States
2-s2.0-84891367431,60014232,VA Medical Center,United States
2-s2.0-84891367431,60003915,Vanderbilt University,United States
2-s2.0-84890364186,114080838,University of World Politics and Law,Russian Federation
2-s2.0-84890364186,112879031,Scientific Research Institute of Physical-Chemical Medicine,Russian Federation
2-s2.0-84890364186,60020943,"National Research Centre ""Kurchatov Institute""",Russian Federation
2-s2.0-84890364186,60010188,Sechenov First Moscow State Medical University,Russian Federation
2-s2.0-84890364186,60104382,Moscow State University of Medicine and Dentistry,Russian Federation
2-s2.0-84890364186,60020513,National Research University Higher School of Economics,Russian Federation
2-s2.0-84890387274,60004879,Feng Chia University,Taiwan
2-s2.0-84890387274,60022174,Changhua Christian Hospital Taiwan,Taiwan
2-s2.0-84887493346,60001563,Universidad de Buenos Aires,Argentina
2-s2.0-84887493346,60004518,Consejo Nacional de Investigaciones Cientificas y Tecnicas,Argentina
2-s2.0-84890350940,60008383,AT&amp;T Laboratories Florham Park,United States
2-s2.0-84890350940,60029445,University of Minnesota Twin Cities,United States
2-s2.0-84890350940,60022195,Massachusetts Institute of Technology,United States
2-s2.0-84891136093,60003013,Yunnan Agriculture University,China
2-s2.0-84891136093,60020675,Kunming University of Science and Technology,China
2-s2.0-84891136093,60025756,Hunan Agricultural University,China
2-s2.0-84893198150,60012022,Mansoura University,Egypt
2-s2.0-84893198150,60031984,"Universita Cattolica del Sacro Cuore, Rome",Italy
2-s2.0-84893198150,60016618,Ain Shams University,Egypt
2-s2.0-84893198150,60032114,Erasmus University Medical Center,Netherlands
2-s2.0-84893198150,60072749,Qatar University,Qatar
2-s2.0-84893198150,60021199,Consiglio Nazionale delle Ricerche,Italy
2-s2.0-84890345636,NaN,NaN,NaN
2-s2.0-84890349129,108445674,Kurchatov Scientific Center,Russian Federation
2-s2.0-84890349129,60010188,Sechenov First Moscow State Medical University,Russian Federation
2-s2.0-84890349129,60104382,Moscow State University of Medicine and Dentistry,Russian Federation
2-s2.0-84890352270,60001420,Jaroslavskij Gosudarstvennyj Universitet im. P.G. Demidova,Russian Federation
2-s2.0-84890352270,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-84893181929,60027811,Magyar Tudomanyos Akademia,Hungary
2-s2.0-84893181929,60007108,AKademia Medyczna Wroclawiu,Poland
2-s2.0-84893181929,60026245,Charite - Universitatsmedizin Berlin,Germany
2-s2.0-84893164041,60010342,Loma Linda University Adventist Health Sciences Center,United States
2-s2.0-84893195027,60102453,Shanghai Punan Hospital,China
2-s2.0-84893195027,60082819,Shanghai Jiao Tong University School of Medicine,China
2-s2.0-84893168347,60026285,Swiss Institute of Bioinformatics,Switzerland
2-s2.0-84893168347,60000239,Universitat Lausanne Schweiz,Switzerland
2-s2.0-84893168347,60005510,Nanyang Technological University,Singapore
2-s2.0-84890381348,114125795,Inria Centre de recherche Bordeaux Sud-Ouest,France
2-s2.0-84890381348,60019987,Politechnika Wroclawska,Poland
2-s2.0-84890381348,60033359,Kingston University,United Kingdom
2-s2.0-84890307549,114078075,"General Mill, Inc.",United States
2-s2.0-84890307549,60006951,The University of North Carolina at Charlotte,United States
2-s2.0-84890307549,60004923,North Carolina State University,United States
2-s2.0-84890307302,60008872,China Medical University Shenyang,China
2-s2.0-84892937198,60010037,National Health Research Institutes Taiwan,Taiwan
2-s2.0-84892937198,60006082,National Pingtung University of Science and Technology,Taiwan
2-s2.0-84892937198,60018029,National Tsing Hua University,Taiwan
2-s2.0-84893610185,60010421,Southwest Jiaotong University,China
2-s2.0-84892612958,60001376,Cork Institute of Technology,Ireland
2-s2.0-84892612958,114147779,NSilico Ltd,Ireland
2-s2.0-84890049724,113073684,Tibetan Traditional Medical College,China
2-s2.0-84890049724,60000196,Chengdu University of Traditional Chinese Medicine,China
2-s2.0-84890049724,60069734,Logistical Engineering University China,China
2-s2.0-84890049724,60025234,Second Military Medical University,China
2-s2.0-84890029722,107993433,Irkutsk University,Russian Federation
2-s2.0-84890029722,60103877,Limnological Institute of the Siberian Branch of the RAS,Russian Federation
2-s2.0-84890029722,60025404,"Institute for Information Transmission Problems, Russian Academy of Sciences",Russian Federation
2-s2.0-84890029722,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-84890029722,60068670,Russian Academy of Medical Sciences,Russian Federation
2-s2.0-84890029722,60018319,George Mason University,United States
2-s2.0-84890042564,60032345,Hiroshima City University,Japan
2-s2.0-84890078716,60105122,The Genome Analysis Centre,
2-s2.0-84890078716,60045061,Centro Internacional de Agricultura Tropical,Colombia
2-s2.0-84890078716,60030162,Columbia University in the City of New York,United States
2-s2.0-84890103334,60009506,King Fahd University of Petroleum and Minerals,Saudi Arabia
2-s2.0-84892692070,60030495,Instituto de Tecnologia Quimica e Biologica - Univesidade Nova de Lisboa,Portugal
2-s2.0-84892777856,60019943,Australian Antarctic Division,Australia
2-s2.0-84892777856,60015356,University of Tasmania,Australia
2-s2.0-84892752232,60008991,Sabanci Universitesi,Turkey
2-s2.0-84892752232,60015205,The Netherlands Cancer Institute,Netherlands
2-s2.0-84890262751,60022598,South China Seas Institute of Oceanography Chinese Academy of Sciences,China
2-s2.0-84890262751,60021182,Sun Yat-Sen University,China
2-s2.0-84890020985,60032345,Hiroshima City University,Japan
2-s2.0-84890093812,60032955,Huazhong Agricultural University,China
2-s2.0-84890093812,60004538,Dalian University of Technology,China
2-s2.0-84888259618,NaN,NaN,NaN
2-s2.0-84890037828,111015622,Chengdu Military General Hospital,China
2-s2.0-84890037828,60016521,Sichuan University,China
2-s2.0-84890101274,60018844,Fujian Normal University,China
2-s2.0-84888301228,112584315,David H. Koch Institute for Integrative Cancer Research,United States
2-s2.0-84888301228,60026124,European Bioinformatics Institute,United Kingdom
2-s2.0-84888301228,60033316,Universiteit Gent,Belgium
2-s2.0-84888301228,60029622,Universitetet i Bergen,Norway
2-s2.0-84888301228,60019793,Flanders Interuniversity Institute for Biotechnology,Belgium
2-s2.0-84888301228,60022195,Massachusetts Institute of Technology,United States
2-s2.0-84900366647,60030840,Kobenhavns Universitet,Denmark
2-s2.0-84885040364,60031031,Shandong University,China
2-s2.0-84892854561,60023813,Shanghai University,China
2-s2.0-84890384452,107127523,Institut Clínic de Ginecología,Spain
2-s2.0-84890384452,60010184,Centro de Investigacion Principe Felipe,Spain
2-s2.0-84890384452,60032942,Universitat Pompeu Fabra,Spain
2-s2.0-84890384452,60030315,Hospital Clinic Barcelona,Spain
2-s2.0-84890384452,60001576,Universitat de Barcelona,Spain
2-s2.0-84890333499,60014683,La Jolla Institute for Allergy and Immunology,United States
2-s2.0-84900352039,110087126,Girona Institute for Biomedical Research,Spain
2-s2.0-84900352039,60026124,European Bioinformatics Institute,United Kingdom
2-s2.0-84900352039,60019160,Syddansk Universitet,Denmark
2-s2.0-84900352039,60025847,Institut d'Investigacio Biomedica de Bellvitge,Spain
2-s2.0-84889983272,60001462,Scripps Florida,United States
2-s2.0-84889983272,60011484,Rosenstiel School of Marine and Atmospheric Science,United States
2-s2.0-84897283442,NaN,NaN,NaN
2-s2.0-84889807780,60017606,Florida Atlantic University,United States
2-s2.0-84889826440,60017606,Florida Atlantic University,United States
2-s2.0-84889774179,60027668,Walter Sisulu University,South Africa
2-s2.0-84889774179,60023695,Department of Veterans Affairs,United States
2-s2.0-84889774179,60032083,University at Buffalo State University of New York,United States
2-s2.0-84889774179,60003915,Vanderbilt University,United States
2-s2.0-84889971850,60015138,University of Nottingham,United Kingdom
2-s2.0-84889971850,100408454,Bruker UK Limited,United Kingdom
2-s2.0-84889971850,60009664,Waltham Centre for Pet Nutrition,United Kingdom
2-s2.0-84889971850,60008524,University of Bradford,United Kingdom
2-s2.0-84889971850,60004582,King Abdulaziz University,Saudi Arabia
2-s2.0-84889971850,60006222,"Newcastle University, United Kingdom",United Kingdom
2-s2.0-84889971850,60030816,Queen's Medical Centre,United Kingdom
2-s2.0-84889954757,60007061,Universita di Salerno,Italy
2-s2.0-84889954757,105582239,Fondazione IRCCS SDN,Italy
2-s2.0-84890365665,60010330,Slovak Academy of Sciences,Slovakia
2-s2.0-84890365665,60026306,University of Nebraska - Lincoln,United States
2-s2.0-84890365665,60019722,Technische Universitat Munchen,Germany
2-s2.0-84890365665,60021418,Universite Montpellier 2 Sciences et Techniques,France
2-s2.0-84890365665,60012614,Universitat Zurich,Switzerland
2-s2.0-84890365665,60023686,Universitatsklinikum des Saarlandes Medizinische Fakultat der Universitat des Saarlandes,Germany
2-s2.0-84890365665,60017246,Universitat Tubingen,Germany
2-s2.0-84889811858,60017724,Centre Hospitalier Regional Universitaire de Lille,France
2-s2.0-84889834071,60017482,Jiangsu University,China
2-s2.0-84890115308,60004630,Fujian Agriculture and Forestry University,China
2-s2.0-84889962039,60018881,Instituto de Investigaciones Agropecuarias,Chile
2-s2.0-84889962039,60002636,Universidad Andres Bello,Chile
2-s2.0-84889962039,60012464,Universidad de Chile,Chile
2-s2.0-84889984093,60033316,Universiteit Gent,Belgium
2-s2.0-84889984093,60027725,Max Planck Institute of Molecular Plant Physiology,Germany
2-s2.0-84889984093,60021763,Universitat Potsdam,Germany
2-s2.0-84889984093,60021902,Universiteit van Pretoria,South Africa
2-s2.0-84889789664,60006318,Shenyang University,China
2-s2.0-84889789664,60004128,Southampton Solent University,United Kingdom
2-s2.0-84889789664,60012622,University of Bedfordshire,United Kingdom
2-s2.0-84889976808,60023242,Sanford Burnham Prebys Medical Discovery Institute,United States
2-s2.0-84889976808,60025404,"Institute for Information Transmission Problems, Russian Academy of Sciences",Russian Federation
2-s2.0-84892573364,60004718,Universite de Geneve,Switzerland
2-s2.0-84892573364,60022778,Universita degli Studi di Bari,Italy
2-s2.0-84892594044,60021182,Sun Yat-Sen University,China
2-s2.0-84892594044,112623349,Chest Hospital of Guangzhou,China
2-s2.0-84889634716,60031286,Arak University of Medical Sciences,Iran
2-s2.0-84889634716,60027546,Payame Noor University,Iran
2-s2.0-84889634716,60031777,Islamic Azad University,Iran
2-s2.0-84889639756,108425324,German Research School for Simulation Sciences,Germany
2-s2.0-84889639756,60104075,Chang Zhou Institute of Technology,China
2-s2.0-84889639756,60008691,University of Shanghai for Science and Technology,China
2-s2.0-84889639756,60023813,Shanghai University,China
2-s2.0-84889993599,60014439,UC Davis,United States
2-s2.0-84889993599,60009982,Harvard University,United States
2-s2.0-84892598439,114147994,Wheat Engineering Research Center of Shaanxi Province,China
2-s2.0-84892598439,60031041,Northwest A&amp;F University,China
2-s2.0-84889676164,60015189,School of Pathology,South Africa
2-s2.0-84889676164,60016218,University of Witwatersrand,South Africa
2-s2.0-84889676164,60018467,Royal University Hospital,Canada
2-s2.0-84889607552,60024521,Roskilde Universitetscenter,Denmark
2-s2.0-84889607552,60001422,Universite Pierre et Marie Curie,France
2-s2.0-84889607552,60019513,Universite de Savoie,France
2-s2.0-84889604093,60002316,Victoria University of Wellington,New Zealand
2-s2.0-84889604093,60005686,University of Auckland,New Zealand
2-s2.0-84889565536,60016329,"SungKyunKwan University, School of Medicine",South Korea
2-s2.0-84889565536,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-84889608240,113143962,Centre for Biomedical Engineering Research,Spain
2-s2.0-84889608240,112988036,Biomedical Research Networking Center in Bioengineering,Spain
2-s2.0-84889608240,60032717,Universitat de Lleida,Spain
2-s2.0-84889584737,60028928,Research Organization of Information and Systems National Institute of Informatics,Japan
2-s2.0-84889584737,60025272,University of Tokyo,Japan
2-s2.0-84889597215,60092863,Xiamen University of Technology,China
2-s2.0-84889597215,60015206,Florida International University,United States
2-s2.0-84892389788,60000892,Defence Food Research Laboratory India,India
2-s2.0-84892389788,60029516,University of Hyderabad,India
2-s2.0-84889587726,60015023,University of Texas M. D. Anderson Cancer Center,United States
2-s2.0-84889587726,60005837,University of Houston,United States
2-s2.0-84889872051,60032057,Universidad Nacional de La Plata,Argentina
2-s2.0-84889872051,60015023,University of Texas M. D. Anderson Cancer Center,United States
2-s2.0-84889568487,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-84889610386,60001741,Universidad Carlos III de Madrid,Spain
2-s2.0-84889590290,60019647,Georgia Institute of Technology,United States
2-s2.0-84889590290,60000928,Emory University,United States
2-s2.0-84889599478,60005141,University College Dublin,Ireland
2-s2.0-84889600478,114059197,SUNY Korea and Stony Brook University,South Korea
2-s2.0-84889600478,60026415,Stony Brook University State University of New York,United States
2-s2.0-84890376961,60104678,Zhejiang Academy of Agricultural Sciences,China
2-s2.0-84890376961,106929557,Wenzhou Vocational College of Science and Technology,China
2-s2.0-84889578521,60003771,University of Manchester,United Kingdom
2-s2.0-84889603437,60016912,Yonsei University,South Korea
2-s2.0-84889603437,60003915,Vanderbilt University,United States
2-s2.0-84889603437,60027512,University of Texas Health Science Center at Houston,United States
2-s2.0-84889579618,60012708,Stanford University,United States
2-s2.0-84889579618,60016912,Yonsei University,South Korea
2-s2.0-84889579618,60032144,Korea Advanced Institute of Science &amp; Technology,South Korea
2-s2.0-84889579618,60003915,Vanderbilt University,United States
2-s2.0-84889584738,112991768,VA SLC Health Care,United States
2-s2.0-84889584738,60019012,University of Utah Health Sciences Center,United States
2-s2.0-84889560239,60026415,Stony Brook University State University of New York,United States
2-s2.0-84892404109,112879590,Synapse Research Management Partners,Spain
2-s2.0-84892404109,60001861,Faculte de Medecine de Marseille Universite de la Mediterranee,France
2-s2.0-84892404109,60032942,Universitat Pompeu Fabra,Spain
2-s2.0-84892404109,60032114,Erasmus University Medical Center,Netherlands
2-s2.0-84892404109,60079336,Instituto de Engenharia Electronica e Telematica de Aveiro,Portugal
2-s2.0-84892404109,60000666,AstraZeneca Sweden,Sweden
2-s2.0-84892404109,60102125,Universite de Bordeaux,France
2-s2.0-84885383309,112979659,Laboratoire de Génétique Médicale,Tunisia
2-s2.0-84885383309,113894374,CBS (Centre de Biotechnologie de Sfax) Sfax,Tunisia
2-s2.0-84885383309,60091622,"Republique Tunisienne Ministere de l'Enseignement Superieur, de la Recherche Scientifique et de la Technologie",Tunisia
2-s2.0-84885383309,60042547,University of Sfax Faculte de Medecine,Tunisia
2-s2.0-84892411447,60027161,Ben-Gurion University of the Negev,Israel
2-s2.0-84890325085,60032445,Salk Institute for Biological Studies,United States
2-s2.0-84890325085,60009470,Howard Hughes Medical Institute,United States
2-s2.0-84890325085,60030612,"University of California, San Diego",United States
2-s2.0-84890325085,60026209,Genentech Incorporated,United States
2-s2.0-84892385285,114140217,Xizang Provincial Center for Disease Control and Prevention,China
2-s2.0-84892385285,112571145,Anhui Provincial Center for Disease Control and Prevention,China
2-s2.0-84892385285,108114721,Yangzhou 1st People's Hospital,China
2-s2.0-84892385285,60031363,Chinese Center for Disease Control and Prevention,China
2-s2.0-84892385285,106385377,Zhejiang Provincial Center for Disease Control and Prevention,China
2-s2.0-84892385285,60073471,Ministry of Health of People's Republic of China,China
2-s2.0-84892385285,60018310,Nanjing Medical University,China
2-s2.0-84890190202,60014933,Methodist Hospital Houston,United States
2-s2.0-84890190202,60090095,The 85th Hospital of  PLA,China
2-s2.0-84891005569,60011001,Kyoto University,Japan
2-s2.0-84891005569,100339745,Aichi Children's Health and Medical Center,Japan
2-s2.0-84891005569,100725813,Hospital Municipal de Badalona,Spain
2-s2.0-84891005569,60081235,Miyagi Children's Hospital,Japan
2-s2.0-84891005569,60027582,Kazusa DNA Research Institute,Japan
2-s2.0-84891005569,60018728,Hospital do Meixoeiro,Spain
2-s2.0-84891005569,60002354,University of Tokyo Faculty of Medicine,Japan
2-s2.0-84891005569,60002983,Complejo Hospitalario Universitario de Santiago,Spain
2-s2.0-84891005569,60002106,Shinshu University Faculty of Medicine,Japan
2-s2.0-84891005569,60104703,National Center for Child Health and Development,Japan
2-s2.0-84891005569,60003303,Tokyo Medical and Dental University,Japan
2-s2.0-84891005569,60028088,Kagoshima University,Japan
2-s2.0-84891005569,60016862,Hospital Universitario Central de Asturias,Spain
2-s2.0-84891005569,60002196,Hospital Universitario Virgen Macarena,Spain
2-s2.0-84891005569,60010814,Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS,Spain
2-s2.0-84891005569,60022154,Okayama University Medical School,Japan
2-s2.0-84891005569,60010347,Hospital Sant Joan de Deu,Spain
2-s2.0-84891005569,60012486,Hospital Universitari Vall d'Hebron,Spain
2-s2.0-84891005569,60030459,Hospital Universitario San Cecilio,Spain
2-s2.0-84891005569,60004049,Chiba University School of Medicine,Japan
2-s2.0-84891005569,60032451,Hospital Universitario La Fe,Spain
2-s2.0-84891005569,60005684,Hamamatsu University School of Medicine,Japan
2-s2.0-84891005569,60028462,Hospital Universitari Germans Trias i Pujol,Spain
2-s2.0-84891906764,60020261,Universita della Calabria,Italy
2-s2.0-84891906764,60030318,Universita degli Studi di Milano,Italy
2-s2.0-84891906764,60021199,Consiglio Nazionale delle Ricerche,Italy
2-s2.0-84890454303,60080194,Vestfold University College,Norway
2-s2.0-84889035073,60008332,Nanchang University,China
2-s2.0-84889035073,60024399,Medical College of Georgia,United States
2-s2.0-84889671824,60006475,Vanderbilt University School of Medicine,United States
2-s2.0-84889671824,60023471,Pacific Northwest National Laboratory,United States
2-s2.0-84889671824,60003212,University of Texas at San Antonio,United States
2-s2.0-84889671824,60003915,Vanderbilt University,United States
2-s2.0-84889671824,60027512,University of Texas Health Science Center at Houston,United States
2-s2.0-84888996854,60024007,Helmholtz Center Munich  German Research Center for Environmental Health,Germany
2-s2.0-84888996854,60015815,Universitat Stuttgart,Germany
2-s2.0-84889057699,60028487,Palo Alto Research Center Incorporated,United States
2-s2.0-84889057699,60007278,UC Irvine,United States
2-s2.0-84889854589,60007566,Louisiana State University,United States
2-s2.0-84889766586,60082819,Shanghai Jiao Tong University School of Medicine,China
2-s2.0-84890221437,60026530,Royal Veterinary College University of London,United Kingdom
2-s2.0-84890221437,60032955,Huazhong Agricultural University,China
2-s2.0-84889858142,60015618,Leiden University Medical Center - LUMC,Netherlands
2-s2.0-84889858142,60024007,Helmholtz Center Munich  German Research Center for Environmental Health,Germany
2-s2.0-84889858142,60106067,Qatar Foundation,Qatar
2-s2.0-84889858142,60032114,Erasmus University Medical Center,Netherlands
2-s2.0-84889858142,60019722,Technische Universitat Munchen,Germany
2-s2.0-84889858142,60002483,University of Amsterdam,Netherlands
2-s2.0-84889049143,60007249,Universidade do Porto,Portugal
2-s2.0-84884142621,60000937,Shenzhen University,China
2-s2.0-84884142621,60073652,Tongji University,China
2-s2.0-84888996702,60023813,Shanghai University,China
2-s2.0-84888996702,60025785,Shanghai Maritime University,China
2-s2.0-84888996702,60025084,Shanghai Jiaotong University,China
2-s2.0-84889023361,60018208,Washington State University Pullman,United States
2-s2.0-84889023361,60010365,The University of British Columbia,Canada
2-s2.0-84889037106,60032270,North Dakota State University,United States
2-s2.0-84889037106,60005745,University of Minnesota System,United States
2-s2.0-84889006211,60087536,Renji Hospital,China
2-s2.0-84889031223,114043508,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,Mexico
2-s2.0-84889031223,60010748,Instituto Nacional de Cardiologia Ignacio Chavez,Mexico
2-s2.0-84889031223,60022848,UMAE Hospital de Pediatria Centro Medico Nacional Siglo XXI,Mexico
2-s2.0-84889031223,60019176,Instituto Politecnico Nacional,Mexico
2-s2.0-84889031223,60069652,Instituto de Fisiologia Celular de la UNAM,Mexico
2-s2.0-84889031223,60032442,Universidad Nacional Autonoma de Mexico,Mexico
2-s2.0-84884145342,60022281,Beijing University of Technology,China
2-s2.0-84884145342,60032083,University at Buffalo State University of New York,United States
2-s2.0-84889066390,60033990,National Institute for Biotechnology and Genetic Engineering Pakistan,Pakistan
2-s2.0-84889066390,60042881,Nuclear Institute for Agriculture and Biology Pakistan,Pakistan
2-s2.0-84889677044,60025084,Shanghai Jiaotong University,China
2-s2.0-84889677044,60089787,Shanghai Center for Bioinformation Technology,China
