eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-84992650141,60006225,Uniwersytet Slaski w Katowicach,Poland
2-s2.0-85008506396,60100076,Ashok &amp; Rita Patel Institute of Integrated Study and Research in Biotechnology and Allied Sciences,India
2-s2.0-84997190947,60010678,Nencki Institute of Experimental Biology of the Polish Academy of Sciences,Poland
2-s2.0-84997190947,60013756,Uniwersytet Warszawski,Poland
2-s2.0-84997190947,60069009,Medical University of Warsaw,Poland
2-s2.0-84997190947,60014383,Polish Academy of Sciences,Poland
2-s2.0-85003587564,60021285,Texas Tech University at Lubbock,United States
2-s2.0-85006304239,60009891,ESSEC Business School,France
2-s2.0-85006304239,60016278,Universidad de Talca,Chile
2-s2.0-85006304239,60025988,Universitat Wien,Austria
2-s2.0-85009348432,60020258,Nanjing Normal University,China
2-s2.0-85006304193,60071952,University of Cocody,Cote d'Ivoire
2-s2.0-85006304193,60023578,Universite Claude Bernard Lyon 1,France
2-s2.0-84981738091,60009024,Izmir Yuksek Teknoloji Enstitusu,Turkey
2-s2.0-84981738091,115006532,Bionia Incorporated,Turkey
2-s2.0-85000352209,60002581,Universitat Oberta de Catalunya,Spain
2-s2.0-85003554417,60019533,Tianjin University,China
2-s2.0-85003554417,60018179,University of South Carolina,United States
2-s2.0-85007107119,60016418,University of York,United Kingdom
2-s2.0-85007107119,60003771,University of Manchester,United Kingdom
2-s2.0-85008352108,60018844,Fujian Normal University,China
2-s2.0-85008352108,60102083,Shenzhen Institute of Advanced Technology,China
2-s2.0-85008352108,60018205,Xiamen University,China
2-s2.0-84992070728,60021332,Bradley Hasbro Children's Research Center,United States
2-s2.0-84992070728,60011460,Brown University,United States
2-s2.0-84992070728,60002476,Virginia Commonwealth University,United States
2-s2.0-84992070728,60023222,Medical University of South Carolina,United States
2-s2.0-84992070728,60075589,Virginia Institute for Psychiatric and Behavioral Genetics,United States
2-s2.0-85008425635,60028961,"Islamic University, Kushtia",Bangladesh
2-s2.0-84996605931,60029885,Sichuan Agricultural University,China
2-s2.0-85009476310,60079572,Siksha O Anusandhan University,India
2-s2.0-84994381596,60069627,"Institute of Cytology, Russian Academy of Sciences",Russian Federation
2-s2.0-84994381596,60033125,University of Leicester,United Kingdom
2-s2.0-84978933873,60032559,University of Bridgeport,United States
2-s2.0-84978933873,60029788,Wesleyan University Middletown,United States
2-s2.0-85006856638,60026320,Qufu Normal University,China
2-s2.0-85006856638,60001455,Anhui University,China
2-s2.0-85006856638,60019616,Harbin Institute of Technology,China
2-s2.0-85006856638,60000937,Shenzhen University,China
2-s2.0-84959060688,60017145,Tilburg University,Netherlands
2-s2.0-84997611190,60032259,Universita degli Studi di Cagliari,Italy
2-s2.0-85007385521,60032816,Universidad Michoacana de San Nicolas de Hidalgo,Mexico
2-s2.0-85007385521,60012329,Universidad de La Rioja,Spain
2-s2.0-85008622612,60001576,Universitat de Barcelona,Spain
2-s2.0-85008622612,60071612,Universidad de la Republica,Uruguay
2-s2.0-84989866090,60042765,Centro Federal De Educacao Tecnologica Celso Suckow Da Fonseca,Brazil
2-s2.0-84989866090,60046283,"Laboratorio Nacional de Computacao Cientifica, Petropolis",Brazil
2-s2.0-84989866090,60006171,Petrobras,Brazil
2-s2.0-84989866090,60001865,Universidade Federal Fluminense,Brazil
2-s2.0-84989866090,60000036,Universidade Federal do Rio de Janeiro,Brazil
2-s2.0-85008191019,60002798,Chinese University of Hong Kong,China
2-s2.0-84999666534,60027800,Universidad de Alcala,Spain
2-s2.0-84939525237,60001694,Institute of Biophysics Bulgarian Academy of Sciences,Bulgaria
2-s2.0-84995528482,60013791,University of Hawaii at Manoa,United States
2-s2.0-84995528482,60001989,"USDA Agricultural Research Service, Washington DC",United States
2-s2.0-85007442832,60007711,Jilin University,China
2-s2.0-85006988859,60023256,Politecnico di Milano,Italy
2-s2.0-85006988859,60007363,Northwestern University,United States
2-s2.0-85007364100,60003146,Henan University,China
2-s2.0-85007364100,60008724,Duke University,United States
2-s2.0-85002339079,60030112,National Zoological Park,United States
2-s2.0-85002339079,60023143,Tufts University,United States
2-s2.0-85002339079,60020304,University of Maryland,United States
2-s2.0-85007438937,60012772,Universite d'Angers,France
2-s2.0-85007438937,117010128,Centro de Investigación y Transferencia de Entre Ríos (CITER),Argentina
2-s2.0-85007438937,60025269,Universidad Nacional de Entre Rios,Argentina
2-s2.0-85007438937,60004518,Consejo Nacional de Investigaciones Cientificas y Tecnicas,Argentina
2-s2.0-84977617290,60016248,K. N. Toosi University of Technology,Iran
2-s2.0-84977617290,60007751,Amirkabir University of Technology,Iran
2-s2.0-84977617290,60005248,Johns Hopkins University,United States
2-s2.0-85006789429,60018869,Maastricht University,Netherlands
2-s2.0-85004097366,60027708,Tehran University of Medical Sciences,Iran
2-s2.0-85000352063,60030623,"Rutgers, The State University of New Jersey",United States
2-s2.0-85009107910,60031777,Islamic Azad University,Iran
2-s2.0-84997284824,60055696,Universidad Nacional de Colombia,Colombia
2-s2.0-84997113401,60030623,"Rutgers, The State University of New Jersey",United States
2-s2.0-85001948854,60003146,Henan University,China
2-s2.0-85001948854,60018308,Xi'an Jiaotong University,China
2-s2.0-85000428354,60027245,Universite Paul Sabatier Toulouse III,France
2-s2.0-85006160246,60106842,Institut de Mathematiques de Bordeaux,France
2-s2.0-85006160246,60017695,Max-Planck-Institut fur Sonnensystemforschung,Germany
2-s2.0-85006160246,60018055,"Istituto Per Le Applicazioni Del Calcolo Mauro Picone, Rome",Italy
2-s2.0-85006160246,60018783,Universita degli Studi dell'Aquila,Italy
2-s2.0-85007256447,60002821,Guangxi Medical University,China
2-s2.0-85007256447,60009860,Fudan University,China
2-s2.0-85008930395,60029257,University of Évora,Portugal
2-s2.0-85008930395,60020457,Universidade Federal do Ceara,Brazil
2-s2.0-84995750480,60008021,Indian Institute of Chemical Biology,India
2-s2.0-85009178467,60032057,Universidad Nacional de La Plata,Argentina
2-s2.0-84999260876,60028037,Zhejiang Ocean University,China
2-s2.0-85008373480,60082821,Xiangya Hospital of Central-south University,China
2-s2.0-85007071360,116213152,Tianjin Hualida Biotechnology Co. Ltd.,China
2-s2.0-85007071360,60012293,Hebei University,China
2-s2.0-85007071360,60092862,Qilu Hospital of Shandong University,China
2-s2.0-85007071360,60011715,Tianjin Medical University,China
2-s2.0-85004075717,60000144,Bowdoin College,United States
2-s2.0-85004075717,60013791,University of Hawaii at Manoa,United States
2-s2.0-85002677773,60031210,Tabriz University of Medical Sciences,Iran
2-s2.0-85002677773,60021948,Shiraz University of Medical Sciences,Iran
2-s2.0-85009355033,100483460,Yunnan Institute of Parasitic Diseases,China
2-s2.0-85009355033,112955847,Yunnan Provincial Center of Virus and Rickettsia Research,China
2-s2.0-85009355033,60031363,Chinese Center for Disease Control and Prevention,China
2-s2.0-85009355033,115587844,Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases,China
2-s2.0-85009469054,60025615,Soonchunhyang University,South Korea
2-s2.0-85009469054,117974643,Korean Research Institute of Bioscience and Biotechnology (KRIBB),South Korea
2-s2.0-85009469054,60094242,Ministry of Environment Korea,South Korea
2-s2.0-85009469054,110175541,"GnC BIO Co., LTD",South Korea
2-s2.0-85009469054,60000872,Kangwon National University,South Korea
2-s2.0-85009469054,115040583,Trident Academy of Creative Technology (TACT),India
2-s2.0-85009469054,117975037,Biodiversity Conservation and Climate Change Division,South Korea
2-s2.0-85009469054,60007215,Chonnam National University,South Korea
2-s2.0-85009469054,60001187,Chonbuk National University,South Korea
2-s2.0-85007273883,60026473,"Engelhardt Institute of Molecular Biology, Russian Academy of Sciences",Russian Federation
2-s2.0-85007273883,60007457,Lomonosov Moscow State University,Russian Federation
2-s2.0-85007273883,60021331,Russian Academy of Sciences,Russian Federation
2-s2.0-85007273883,60000308,Moscow Institute of Physics and Technology,Russian Federation
2-s2.0-85008167406,60021296,Xinxiang Medical College,China
2-s2.0-85008167406,60073723,Xinyang Normal University,China
2-s2.0-85008167406,60030501,Dalian University,China
2-s2.0-85003952957,60057894,Chinese Academy of Medical Sciences,China
2-s2.0-85003952957,60008706,Peking Union Medical College,China
2-s2.0-85008599086,60019674,Boston University,United States
2-s2.0-85008888475,60013516,Changzheng Hospital,China
2-s2.0-85008888475,60023863,Southwest China Normal University,China
2-s2.0-85007454300,60013551,China Agricultural University,China
2-s2.0-84989173764,117448960,University of Haripure,Pakistan
2-s2.0-84989173764,60070399,Ayub Agricultural Research Institute,Pakistan
2-s2.0-84989173764,60033990,National Institute for Biotechnology and Genetic Engineering Pakistan,Pakistan
2-s2.0-84989173764,60067073,University of Arid Agriculture Rawalpindi,Pakistan
2-s2.0-84989173764,60022659,University of Connecticut,United States
2-s2.0-85007553276,60089929,Zhujiang Hospital,China
2-s2.0-85008881603,60005500,China Pharmaceutical University,China
2-s2.0-85005981003,60030835,University of Alberta,Canada
2-s2.0-85009119440,101046204,Tianjin Huanhu Hospital,China
2-s2.0-84996555386,60022916,Universidad Autonoma de Chihuahua,Mexico
2-s2.0-84996555386,112694870,Conacyt-Centro de Investigaciones Biomédicas de Occidente,Mexico
2-s2.0-84996555386,116304502,BIOqualitum S.A. de C.V.,Mexico
2-s2.0-84996555386,60010184,Centro de Investigacion Principe Felipe,Spain
2-s2.0-84996555386,60012639,Instituto Tecnologico de Celaya,Mexico
2-s2.0-84996555386,60013959,University of Florida,United States
2-s2.0-85009348354,115577270,Fraunhofer Institute of Molecular Biology and Applied Ecology Project Group Translational Medicine and Pharmacology (IME-TMP),Germany
2-s2.0-85009348354,60007762,Johann Wolfgang Goethe Universitat Frankfurt am Main,Germany
2-s2.0-85009348354,60012556,Universitat Marburg,Germany
2-s2.0-84995969060,60001741,Universidad Carlos III de Madrid,Spain
2-s2.0-84995969060,60021508,University of Notre Dame,United States
2-s2.0-84995969060,60008134,CNRS Centre National de la Recherche Scientifique,France
2-s2.0-84930152454,60085092,Universite Paris-Est,France
2-s2.0-84930152454,60018783,Universita degli Studi dell'Aquila,Italy
2-s2.0-84930152454,60017697,Universita degli Studi di Palermo,Italy
2-s2.0-84930152454,60011520,King's College London,United Kingdom
2-s2.0-84996508789,60012614,Universitat Zurich,Switzerland
2-s2.0-84996508789,60023588,Universitat Basel,Switzerland
2-s2.0-85000444088,100607190,Shandong Peanut Research Institute,China
2-s2.0-85000444088,60073566,Shandong Academy of Agricultural Sciences,China
2-s2.0-85000444088,60031031,Shandong University,China
2-s2.0-85002262379,60104665,University of Lille,France
2-s2.0-85002262379,60020650,University of Bristol,United Kingdom
2-s2.0-84995738136,60010618,Vellore Institute of Technology,India
2-s2.0-84995688291,60083500,Shanxi Academy of Agricultural Sciences,China
2-s2.0-84995688291,60087832,Shanxi Agricultural University,China
2-s2.0-85008659746,60003970,Zhejiang University,China
2-s2.0-85008659746,107106743,Hangzhou Bureau of Garden and Cultural Relics,China
2-s2.0-85008659746,106013977,Chinese Academy of Cultural Heritage,China
2-s2.0-84973532029,60085665,Poznanskie Centrum Superkomputerowo Sieciowe,Poland
