eid,affiliation_id,affiliation_name,affiliation_country
2-s2.0-48149107668,60004898,Max Planck Institute for Biological Cybernetics,Germany
2-s2.0-48149107668,60016849,University of Toronto,Canada
2-s2.0-48149107668,60012708,Stanford University,United States
2-s2.0-48149107668,60015481,"University of Washington, Seattle",United States
2-s2.0-48149107668,60009343,Memorial Sloan-Kettering Cancer Center,United States
2-s2.0-42149187635,60002494,McGill University,Canada
2-s2.0-42149187635,60015481,"University of Washington, Seattle",United States
2-s2.0-38849207456,60028832,Cambridge Crystallographic Data Centre,United Kingdom
2-s2.0-38849207456,60021121,Indiana University,United States
2-s2.0-38849207456,60024025,Universitat zu Koln,Germany
2-s2.0-38849207456,60017246,Universitat Tubingen,Germany
2-s2.0-42149156031,60022344,Max Planck Institute for Infection Biology,Germany
2-s2.0-42149156031,60030619,Max Planck Institute for Molecular Genetics,Germany
2-s2.0-42149156031,60031514,Universitat Gottingen,Germany
2-s2.0-42149105642,60025858,Eidgenossische Technische Hochschule Zurich,Switzerland
2-s2.0-37149039636,NaN,NaN,NaN
2-s2.0-37149003143,NaN,NaN,NaN
2-s2.0-37149016806,NaN,NaN,NaN
2-s2.0-37149019919,NaN,NaN,NaN
2-s2.0-37149015538,NaN,NaN,NaN
2-s2.0-37149042345,NaN,NaN,NaN
2-s2.0-37149006746,NaN,NaN,NaN
2-s2.0-37149026778,NaN,NaN,NaN
2-s2.0-37149026044,NaN,NaN,NaN
2-s2.0-37149025058,NaN,NaN,NaN
2-s2.0-37149019373,NaN,NaN,NaN
2-s2.0-37149022969,NaN,NaN,NaN
2-s2.0-37149034099,NaN,NaN,NaN
2-s2.0-37149047907,NaN,NaN,NaN
2-s2.0-37149016435,NaN,NaN,NaN
2-s2.0-37149052523,NaN,NaN,NaN
2-s2.0-37149038380,60019647,Georgia Institute of Technology,United States
2-s2.0-36249011457,60007103,Scripps Research Institute,United States
2-s2.0-39549092815,60009509,Northeast Normal University,China
2-s2.0-39549092815,60014347,Hong Kong Baptist University,China
2-s2.0-37149002279,60021784,New York University,United States
2-s2.0-37149002279,60017563,Weizmann Institute of Science Israel,Israel
2-s2.0-37149002279,60005455,Yale University,United States
2-s2.0-38049100561,60029322,Dalian Maritime University,China
2-s2.0-40549106752,60024872,Hanyang University,South Korea
2-s2.0-40649125860,100323996,Caprion Pharmaceuticals,Canada
2-s2.0-40649125860,60079127,Centre Hospitalier Universitaire de Quebec,Canada
2-s2.0-40649125860,60032619,Universite Laval,Canada
2-s2.0-44449144053,60020730,Ulster University,United Kingdom
2-s2.0-37149006797,60009081,Politechnika Slaska w Gliwicach,Poland
2-s2.0-44349171666,60026829,Mayo Medical School,United States
2-s2.0-44349171666,60007801,University of Texas at El Paso,United States
2-s2.0-44349171666,60006297,University of Pennsylvania,United States
2-s2.0-44349171666,60014754,"University of California, San Diego, School of Medicine",United States
2-s2.0-44349171666,60015879,Medical Research Council,United Kingdom
2-s2.0-40549106454,60002049,Novosibirsk State University,Russian Federation
2-s2.0-40549106454,60015138,University of Nottingham,United Kingdom
2-s2.0-40549106454,60068684,"Institute of Cytology and Genetics, Siberian Branch, Russian Academy of Sciences",Russian Federation
2-s2.0-37449019870,60026209,Genentech Incorporated,United States
2-s2.0-37448999731,60004109,University of Mississippi Medical Center,United States
2-s2.0-37448999731,60006173,University of Missouri-Columbia,United States
2-s2.0-38049165680,60007762,Johann Wolfgang Goethe Universitat Frankfurt am Main,Germany
2-s2.0-38049165680,60030718,Freie Universitat Berlin,Germany
2-s2.0-39049169222,60029616,Aarhus Universitet,Denmark
2-s2.0-35348872479,60032083,University at Buffalo State University of New York,United States
2-s2.0-35348872479,60030623,"Rutgers, The State University of New Jersey",United States
2-s2.0-37349064215,60025761,Huazhong University of Science and Technology,China
2-s2.0-37549021878,60019009,"University of Southern California, School of Dentistry",United States
2-s2.0-37549021878,60013994,"University of Southern California, School of Pharmacy",United States
2-s2.0-37549021878,60012070,University of Leeds,United Kingdom
2-s2.0-37549021878,60010348,Universitetet i Oslo,Norway
2-s2.0-36849069880,60029830,National Center for Toxicological Research,United States
2-s2.0-36849069880,100746219,Office of Pharmaceutical Science,United States
2-s2.0-36849036339,60025063,KU Leuven,Belgium
2-s2.0-63049131431,60086924,Memorec Biotec GmbH,Germany
2-s2.0-36849022552,60010237,Food and Drug Administration,United States
2-s2.0-36849022552,60023340,Society for Women's Health Research,United States
2-s2.0-35448934906,60014097,Indian Institute of Science,India
2-s2.0-36849020504,60020273,Binghamton University State University of New York,United States
2-s2.0-36849020504,60017366,IBM Thomas J. Watson Research Center,United States
2-s2.0-36849076228,60003500,Ohio State University,United States
2-s2.0-36849012677,104960906,An-Kang University,China
2-s2.0-36849012677,105240293,Si-Chuan Agricultural University,China
2-s2.0-39749134935,60030619,Max Planck Institute for Molecular Genetics,Germany
2-s2.0-39749134935,60014567,DOE Joint Genome Institute,United States
2-s2.0-39749134935,60005517,Wellcome Trust Sanger Institute,United Kingdom
2-s2.0-39749134935,60026124,European Bioinformatics Institute,United Kingdom
2-s2.0-39749134935,60026208,Center For Research And Technology - Hellas,Greece
2-s2.0-39749134935,60011520,King's College London,United Kingdom
2-s2.0-36849041067,60029445,University of Minnesota Twin Cities,United States
2-s2.0-35448960400,60068688,Gwangju Institute of Science and Technology,South Korea
2-s2.0-40449123449,108229320,Fonterra Brands Australia,Australia
2-s2.0-40449123449,60010900,Fonterra Co-operative Group,New Zealand
2-s2.0-40449123449,60008221,Massey University,New Zealand
2-s2.0-36749073976,60020329,Max Planck Institute for Developmental Biology,Germany
2-s2.0-36749073976,60020649,GlaxoSmithKline,United Kingdom
2-s2.0-36749007260,60026049,National Institute of General Medical Sciences,United States
2-s2.0-36849055524,105239054,NIH Roadmap PubChem Project,
2-s2.0-36849055524,60023053,National Institute of Standards and Technology,United States
2-s2.0-36849039007,60022693,University of New Mexico Health Sciences Center,United States
2-s2.0-36849039007,60033021,University of New Mexico,United States
2-s2.0-36849039007,60006164,Los Alamos National Laboratory,United States
2-s2.0-36849039007,60015543,University of Pittsburgh,United States
2-s2.0-36849001513,60016175,National Institute of Mental Health and Neuro Sciences,India
2-s2.0-37149042731,60030162,Columbia University in the City of New York,United States
2-s2.0-37149042731,60015849,Tufts University School of Medicine,United States
2-s2.0-37149042731,60017994,Yale University School of Medicine,United States
2-s2.0-41149099117,60025858,Eidgenossische Technische Hochschule Zurich,Switzerland
2-s2.0-41149099117,60001117,The Johns Hopkins School of Medicine,United States
2-s2.0-41149099117,60006183,Johns Hopkins Bloomberg School of Public Health,United States
2-s2.0-36749018036,60028190,Chulalongkorn University,Thailand
2-s2.0-38049100456,60001001,Broad Institute,United States
2-s2.0-38049100456,60006840,"Novartis Institutes for BioMedical Research, Inc.",United States
2-s2.0-38049100456,60005247,David Geffen School of Medicine at UCLA,United States
2-s2.0-38049100456,60010586,Universitat Ulm,Germany
2-s2.0-38049100456,60030521,Children's Hospital Boston,United States
2-s2.0-38049100456,60014334,Dana-Farber Cancer Institute,United States
2-s2.0-38049100456,60009470,Howard Hughes Medical Institute,United States
2-s2.0-38049100456,60002746,Harvard Medical School,United States
2-s2.0-38049100456,60022195,Massachusetts Institute of Technology,United States
2-s2.0-38049100456,60024025,Universitat zu Koln,Germany
2-s2.0-38049100456,60009343,Memorial Sloan-Kettering Cancer Center,United States
2-s2.0-38049100456,60016782,Brigham and Women's Hospital,United States
2-s2.0-37148999906,60025084,Shanghai Jiaotong University,China
2-s2.0-37148999906,60073652,Tongji University,China
2-s2.0-38849131252,60020304,University of Maryland,United States
2-s2.0-70449509741,60026124,European Bioinformatics Institute,United Kingdom
2-s2.0-70449509741,60026108,Rikshospitalet-Radiumhospitalet HF,Norway
2-s2.0-70449509741,60029622,Universitetet i Bergen,Norway
2-s2.0-35348913169,60024812,Semmelweis Egyetem,Hungary
2-s2.0-35348913169,60008042,Universitat Leipzig,Germany
2-s2.0-35348946401,101178223,BioPowerTech,United States
2-s2.0-35348946401,60002873,Illinois Institute of Technology,United States
2-s2.0-36649034883,60005517,Wellcome Trust Sanger Institute,United Kingdom
2-s2.0-41649087062,106277213,Robert Wood Johnson School of Medicine,United States
2-s2.0-41649087062,100473346,Muscular Dystrophy Association,United States
2-s2.0-41649087062,106277754,Methodist Neurological Institute,
2-s2.0-41649087062,101721597,The ALS Association,United States
2-s2.0-41649087062,106277522,Cleveland Clinic,
2-s2.0-41649087062,106277692,Metro Health Medical Center,
2-s2.0-41649087062,106277723,Elkhart Clinic,
2-s2.0-41649087062,60090283,St. Peter's Hospital,Canada
2-s2.0-41649087062,60023886,Coriell Institute for Medical Research,United States
2-s2.0-41649087062,60018299,Providence Medical Center,United States
2-s2.0-41649087062,60011231,Lahey Clinic,United States
2-s2.0-41649087062,60030824,Carolinas Medical Center,United States
2-s2.0-41649087062,60017252,National Institute on Aging,United States
2-s2.0-41649087062,60013780,National Institute of Neurological Disorders and Stroke,United States
2-s2.0-41649087062,60032610,"Mayo Clinic in Rochester, Minnesota",United States
2-s2.0-41649087062,60002333,"Mayo Clinic in Jacksonville, Florida",United States
2-s2.0-41649087062,60021143,West Virginia University,United States
2-s2.0-41649087062,60027954,Beth Israel Medical Center,United States
2-s2.0-41649087062,60033021,University of New Mexico,United States
2-s2.0-41649087062,60007278,UC Irvine,United States
2-s2.0-41649087062,60015574,"University of Tennessee, Knoxville",United States
2-s2.0-41649087062,60003088,George Washington University,United States
2-s2.0-41649087062,60004862,University of Arkansas - Fayetteville,United States
2-s2.0-41649087062,60021137,California Pacific Medical Center,United States
2-s2.0-41649087062,60000928,Emory University,United States
2-s2.0-41649087062,60017866,Rhode Island Hospital,United States
2-s2.0-41649087062,60024746,University of Rochester Medical Center,United States
2-s2.0-41649087062,60005558,Mayo Clinic,United States
2-s2.0-41649087062,60015941,University of Kentucky,United States
2-s2.0-41649087062,60027550,"University of California, Los Angeles",United States
2-s2.0-41649087062,60029251,University of Miami,United States
2-s2.0-41649087062,60012708,Stanford University,United States
2-s2.0-41649087062,60016733,Oregon Health and Science University,United States
2-s2.0-41649087062,60025488,University of Utah,United States
2-s2.0-41649087062,60028590,St. Louis University,United States
2-s2.0-41649087062,60003158,National Institute of Mental Health,United States
2-s2.0-41649087062,60002337,State University of New York System,United States
2-s2.0-41649087062,60012553,Medical College of Wisconsin,United States
2-s2.0-41649087062,60021918,University of Virginia,United States
2-s2.0-41649087062,60008578,Henry Ford Hospital,United States
2-s2.0-41649087062,60012651,Baystate Medical Center,United States
2-s2.0-41649087062,60025152,University of Cincinnati,United States
2-s2.0-41649087062,60006297,University of Pennsylvania,United States
2-s2.0-41649087062,60024324,University of Iowa,United States
2-s2.0-41649087062,60026695,UT Southwestern Medical Center,United States
2-s2.0-41649087062,60030162,Columbia University in the City of New York,United States
2-s2.0-41649087062,60029445,University of Minnesota Twin Cities,United States
2-s2.0-41649087062,60003212,University of Texas at San Antonio,United States
2-s2.0-41649087062,60029278,University of Chicago,United States
2-s2.0-41649087062,60029929,Massachusetts General Hospital,United States
2-s2.0-41649087062,60015457,University of Kansas Lawrence,United States
2-s2.0-41649087062,60015481,"University of Washington, Seattle",United States
2-s2.0-41649087062,60032179,University of Wisconsin Madison,United States
2-s2.0-41649087062,60009500,University of Vermont,United States
2-s2.0-41649087062,60023691,"University of California, San Francisco",United States
2-s2.0-41649087062,60004670,The Mount Sinai Hospital,United States
2-s2.0-41649087062,60013671,Milton S. Hershey Medical Center,United States
2-s2.0-41649087062,60001844,Dartmouth-Hitchcock Medical Center,United States
2-s2.0-41649087062,60003915,Vanderbilt University,United States
2-s2.0-41649087062,60005248,Johns Hopkins University,United States
2-s2.0-41649087062,60024063,University of Massachusetts Boston,United States
2-s2.0-41649087062,60026014,Wake Forest University Baptist Medical Center,United States
2-s2.0-41649087062,60006577,"National Institutes of Health, Bethesda",United States
2-s2.0-41649087062,60012018,University of Pittsburgh Medical Center,United States
2-s2.0-41649087062,60014662,Drexel University,United States
2-s2.0-41649087062,60002441,Baylor College of Medicine,United States
2-s2.0-41649087062,60005200,Duke University School of Medicine,United States
2-s2.0-41649087062,60025500,Allegheny General Hospital,United States
2-s2.0-41649087062,60026952,"Mayo Clinic Scottsdale-Phoenix, Arizona",United States
2-s2.0-38849195476,60027950,Carnegie Mellon University,United States
2-s2.0-38849195476,60011460,Brown University,United States
2-s2.0-44249109690,60073622,Chinese National Human Genome Center at Shanghai,China
2-s2.0-44249109690,60089787,Shanghai Center for Bioinformation Technology,China
2-s2.0-44249109690,60027363,University of Chinese Academy of Sciences,China
2-s2.0-44249109690,60025084,Shanghai Jiaotong University,China
2-s2.0-44249109690,60007324,Shanghai Institute for Biological Sciences Chinese Academy of Sciences,China
2-s2.0-37349054173,60016418,University of York,United Kingdom
2-s2.0-37349121133,60016418,University of York,United Kingdom
2-s2.0-39049156291,60015457,University of Kansas Lawrence,United States
2-s2.0-36448959817,60032882,Technische Universiteit Eindhoven,Netherlands
2-s2.0-36448997026,60006224,Medizinische Universitat Graz,Austria
2-s2.0-36448960928,60013409,National Cancer Institute,United States
2-s2.0-46849097590,60003892,Arizona State University,United States
2-s2.0-46849097590,60005711,Universite Paris 7- Denis Diderot,France
2-s2.0-47849130891,60103949,Afeka Tel Aviv Academic College of Engineering,Israel
2-s2.0-48049122407,101386755,Forlink Technologies,China
2-s2.0-48049122407,60028761,Southwest University for Nationalities,China
2-s2.0-48049122407,60016521,Sichuan University,China
2-s2.0-38449090222,60023927,Georgetown University,United States
2-s2.0-84878125755,60028599,University of Memphis,United States
2-s2.0-51849153242,60009253,IBM Almaden Research Center,United States
2-s2.0-51849153242,60029251,University of Miami,United States
2-s2.0-49649090620,60032179,University of Wisconsin Madison,United States
2-s2.0-77953069142,60009254,Purdue University,United States
2-s2.0-47649107840,60018353,Technische Universitat Dresden,Germany
2-s2.0-84881405964,60010818,University of Kent,United Kingdom
2-s2.0-84869820654,60002593,Southern Medical University,China
2-s2.0-39749131260,60021508,University of Notre Dame,United States
2-s2.0-47649089268,60020547,Texas A and M University,United States
2-s2.0-48049094552,60022195,Massachusetts Institute of Technology,United States
2-s2.0-48049094552,60030521,Children's Hospital Boston,United States
2-s2.0-48049094552,60002746,Harvard Medical School,United States
2-s2.0-47349117941,60027090,Virginia Polytechnic Institute and State University,United States
2-s2.0-77956444163,60020623,Brunel University London,United Kingdom
2-s2.0-77956444163,60021435,Barts and The London Queen Mary's School of Medicine and Dentistry,United Kingdom
2-s2.0-38449113492,60032179,University of Wisconsin Madison,United States
2-s2.0-44949201114,60003467,University of Texas at Arlington,United States
2-s2.0-49349085693,60002593,Southern Medical University,China
2-s2.0-50049092703,106163354,Engineering Student Services Center,United States
2-s2.0-84871966722,60026680,Yong Loo Lin School of Medicine,Singapore
2-s2.0-84871966722,60019544,Macquarie University,Australia
2-s2.0-84871966722,60009254,Purdue University,United States
2-s2.0-84878263645,NaN,NaN,NaN
2-s2.0-37849039005,60033114,Wake Forest University,United States
2-s2.0-71449125110,60019939,Murdoch University,Australia
2-s2.0-84884621286,60073808,Venetian Institute of Molecular Medicine,Italy
2-s2.0-84884621286,60012227,Scuola Internazionale Superiore di Studi Avanzati,Italy
2-s2.0-84884621286,60105088,Institut Pasteur de Montevideo,Uruguay
2-s2.0-38149000193,60003858,Uppsala Universitet,Sweden
2-s2.0-38049009570,60003858,Uppsala Universitet,Sweden
2-s2.0-41249100224,60025135,San Diego Supercomputer Center,United States
2-s2.0-41249100224,60030612,"University of California, San Diego",United States
2-s2.0-38149120506,60002306,University of Calgary,Canada
2-s2.0-47649091687,60003892,Arizona State University,United States
2-s2.0-46449116074,60014966,Peking University,China
2-s2.0-38349028873,NaN,NaN,NaN
2-s2.0-51149123030,60001115,University of Michigan,United States
2-s2.0-38049187881,60015150,Imperial College London,United Kingdom
2-s2.0-38149045083,60017161,National University of Singapore,Singapore
2-s2.0-47249155198,60033010,Intel Corporation,United States
2-s2.0-49949094603,60014674,U.S. Army Medical Research and Materiel Command,United States
2-s2.0-42549107938,60026906,University of Pittsburgh Cancer Institute,United States
2-s2.0-42549107938,106110628,Pennsylvania State Cancer Institute,United States
2-s2.0-42549107938,60020925,Windber Research Institute,United States
2-s2.0-42549107938,60008270,Geisinger Health System,United States
2-s2.0-42549107938,60010803,The Wistar Institute,United States
2-s2.0-42549107938,60006297,University of Pennsylvania,United States
2-s2.0-42549107938,60009389,Fox Chase Cancer Center,United States
2-s2.0-42549107938,60013671,Milton S. Hershey Medical Center,United States
2-s2.0-42549107938,60015277,Thomas Jefferson University,United States
2-s2.0-42549107938,60014662,Drexel University,United States
2-s2.0-51849101958,60021726,Microsoft Research,United States
2-s2.0-51849101958,60029570,Universidade Estadual de Campinas,Brazil
2-s2.0-51849101958,60027090,Virginia Polytechnic Institute and State University,United States
2-s2.0-49349087074,60000508,University of Westminster,United Kingdom
2-s2.0-40949129121,60033154,Universite Concordia,Canada
2-s2.0-40949087188,60010345,Hogskolan Skovde,Sweden
2-s2.0-40949087188,60031699,Sahlgrenska Universitetssjukhuset,Sweden
2-s2.0-47649109220,60021606,Universidade Estadual do Ceara,Brazil
2-s2.0-44949120588,60023813,Shanghai University,China
2-s2.0-84887347472,60022729,"Faculdade de Ciencias e Tecnologia, New University of Lisbon",Portugal
2-s2.0-52249098107,60020999,Massachusetts General Hospital and Harvard Medical School,United States
2-s2.0-52249098107,60002821,Guangxi Medical University,China
2-s2.0-52249098107,60006577,"National Institutes of Health, Bethesda",United States
2-s2.0-52249098107,60009982,Harvard University,United States
2-s2.0-38349166226,60013333,Harran Universitesi,Turkey
2-s2.0-46749150638,101019305,California Information Technology,United States
2-s2.0-46749150638,60000251,IEEE,United States
2-s2.0-38349169319,60000174,Shaanxi Normal University,China
2-s2.0-38349169319,60001604,Ministry of Education China,China
2-s2.0-47349087257,60027071,IBM Austin Research Laboratory,United States
2-s2.0-47349087257,60021293,International Business Machines,United States
2-s2.0-38049146002,60014390,Providence University Taiwan,Taiwan
2-s2.0-38049146002,60025297,National Center for High-Performance Computing Taiwan,Taiwan
2-s2.0-38049146002,60018029,National Tsing Hua University,Taiwan
2-s2.0-84869753601,60002593,Southern Medical University,China
2-s2.0-77954291463,109158638,Departments of General Surgery,Turkey
2-s2.0-77954291463,105731832,Faculty of Arts and Sciences,Turkey
2-s2.0-77954291463,60013333,Harran Universitesi,Turkey
2-s2.0-36849083542,60000256,Max-Planck-Institut fur Informatik,Germany
2-s2.0-36849083542,60024025,Universitat zu Koln,Germany
2-s2.0-39749122048,60068547,Centre de Recherche Paul Broca,France
2-s2.0-39749122048,60013290,University of Mysore,India
2-s2.0-39749122048,60001772,"Institut Pasteur, Paris",France
2-s2.0-38049177913,105215948,Centro de Pesquisa e Desenvolvimento de Recursos Genéticos Vegetais,Brazil
2-s2.0-38049177913,60013144,Universidade Catolica de Salvador,Brazil
2-s2.0-38049177913,60024282,Instituto Agronomico de Campinas,Brazil
2-s2.0-38349014805,NaN,NaN,NaN
2-s2.0-35948944937,60022286,University of Louisville Health Sciences Center,United States
2-s2.0-35948944937,60020633,University of Louisville,United States
2-s2.0-35448996964,101446521,University of London,United States
2-s2.0-38349029219,60024621,National Institute of Advanced Industrial Science and Technology,Japan
2-s2.0-33847693072,NaN,NaN,NaN
2-s2.0-38149075952,60017697,Universita degli Studi di Palermo,Italy
2-s2.0-38949084863,60007474,City of Hope National Med Center,United States
2-s2.0-38949084863,60068684,"Institute of Cytology and Genetics, Siberian Branch, Russian Academy of Sciences",Russian Federation
2-s2.0-46849112443,60003892,Arizona State University,United States
2-s2.0-46849112443,60012387,Georgia State University,United States
2-s2.0-50049133996,NaN,NaN,NaN
2-s2.0-38349088634,60016418,University of York,United Kingdom
2-s2.0-38049088183,NaN,NaN,NaN
2-s2.0-38049012421,NaN,NaN,NaN
2-s2.0-51749086855,60023760,Auckland University of Technology,New Zealand
2-s2.0-58449111239,60016561,Philips Research,Netherlands
2-s2.0-84900960940,60025929,University of Mumbai,India
2-s2.0-56149098474,60018527,University of Wisconsin,United States
2-s2.0-84900956064,60025929,University of Mumbai,India
2-s2.0-84900943741,60025038,UC Berkeley,United States
2-s2.0-84900943741,60029470,Commonwealth Scientific and Industrial Research Organization,Australia
2-s2.0-84900943741,60031004,University of Queensland,Australia
2-s2.0-34548560604,112674496,Euro-Mediterranean Centre for Climate Change,Italy
2-s2.0-34548560604,60083088,"National Nanotechnology Laboratory, Lecce",Italy
2-s2.0-84900948824,111245291,MIEL e-Security Pvt. Ltd,India
2-s2.0-84900961769,106744123,Biomedical Informatics,India
2-s2.0-84900961769,60023847,Roskamp Institute,United States
2-s2.0-79959342259,101833715,University of Applied Sciences Darmstadt,Germany
2-s2.0-84900904435,60025929,University of Mumbai,India
2-s2.0-38449089398,60009861,"Molecular &amp; Behavioral Neuroscience Institute, University Michigan Ann Arbor",United States
2-s2.0-84900643601,60028897,"University of Ottawa, Canada",Canada
2-s2.0-84901539176,60023004,University of Delaware,United States
2-s2.0-84900590785,60027432,"Booz Allen Hamilton, Inc.",United States
2-s2.0-84900590785,60031897,"Vertex Pharmaceuticals, Inc.",United States
2-s2.0-84900961962,100773332,Indian Institute of Advanced Research,India
